+-------------+---------------+----------+----+------+
| first_name  |   last_name   |  salary  | HR | year |
| Gary        | Carter        | 500000   | 6  | 1991 |
| Gary        | Carter        | 825000   | 5  | 1992 |
| Joe         | Carter        | 110000   | 15 | 1985 |
| Joe         | Carter        | 190000   | 29 | 1986 |
| Joe         | Carter        | 250000   | 32 | 1987 |
| Joe         | Carter        | 840000   | 27 | 1988 |
| Joe         | Carter        | 1630000  | 35 | 1989 |
| Joe         | Carter        | 1866667  | 24 | 1990 |
| Joe         | Carter        | 3791667  | 33 | 1991 |
| Joe         | Carter        | 3691667  | 34 | 1992 |
| Joe         | Carter        | 5550000  | 33 | 1993 |
| Joe         | Carter        | 5550000  | 27 | 1994 |
| Joe         | Carter        | 7500000  | 25 | 1995 |
| Joe         | Carter        | 6525000  | 30 | 1996 |
| Joe         | Carter        | 6500000  | 21 | 1997 |
| Joe         | Carter        | 3151380  | 11 | 1998 |
| Joe         | Carter        | 3151380  | 7  | 1998 |
| Mike        | Caruso        | 170000   | 5  | 1998 |
| Mike        | Caruso        | 275000   | 2  | 1999 |
| Chuck       | Cary          | 78000    | 0  | 1988 |
| Chuck       | Cary          | 90000    | 0  | 1989 |
| Chuck       | Cary          | 200000   | 0  | 1990 |
| Chuck       | Cary          | 570000   | 0  | 1991 |
| Chuck       | Cary          | 250000   | 0  | 1993 |
| Raul        | Casanova      | 157500   | 5  | 1997 |
| Raul        | Casanova      | 225000   | 1  | 1998 |
| Raul        | Casanova      | 400000   | 11 | 2001 |
| Sean        | Casey         | 175000   | 7  | 1998 |
| Sean        | Casey         | 220000   | 25 | 1999 |
| Sean        | Casey         | 400000   | 20 | 2000 |
| Sean        | Casey         | 3000000  | 13 | 2001 |
| Larry       | Casian        | 100000   | 0  | 1990 |
| Larry       | Casian        | 105000   | 0  | 1991 |
| Larry       | Casian        | 115000   | 0  | 1993 |
| Larry       | Casian        | 180000   | 0  | 1994 |
| Larry       | Casian        | 180000   | 0  | 1994 |
| Larry       | Casian        | 160000   | 0  | 1995 |
| Larry       | Casian        | 275000   | 0  | 1996 |
| Larry       | Casian        | 350000   | 0  | 1997 |
| Larry       | Casian        | 350000   | 0  | 1997 |
| Pedro       | Castellano    | 120000   | 0  | 1996 |
| Alberto     | Castillo      | 109000   | 0  | 1995 |
| Alberto     | Castillo      | 152500   | 0  | 1997 |
| Alberto     | Castillo      | 192500   | 2  | 1998 |
| Alberto     | Castillo      | 225000   | 4  | 1999 |
| Alberto     | Castillo      | 425000   | 1  | 2000 |
| Alberto     | Castillo      | 725000   | 1  | 2001 |
| Carmelo     | Castillo      | 177500   | 8  | 1986 |
| Carmelo     | Castillo      | 247500   | 11 | 1987 |
| Carmelo     | Castillo      | 310000   | 4  | 1988 |
| Carmelo     | Castillo      | 432500   | 8  | 1989 |
| Carmelo     | Castillo      | 550000   | 0  | 1990 |
| Carmelo     | Castillo      | 600000   | 0  | 1991 |
| Carlos      | Castillo      | 150000   | 0  | 1997 |
| Carlos      | Castillo      | 195000   | 0  | 1998 |
| Carlos      | Castillo      | 250000   | 0  | 1999 |
| Frank       | Castillo      | 150000   | 0  | 1992 |
| Frank       | Castillo      | 250000   | 0  | 1993 |
| Frank       | Castillo      | 225000   | 0  | 1994 |
| Frank       | Castillo      | 250000   | 0  | 1995 |
| Frank       | Castillo      | 1600000  | 0  | 1996 |
| Frank       | Castillo      | 1740000  | 0  | 1997 |
| Frank       | Castillo      | 1740000  | 0  | 1997 |
| Frank       | Castillo      | 1750000  | 0  | 1998 |
| Frank       | Castillo      | 375000   | 0  | 2000 |
| Frank       | Castillo      | 2250000  | 0  | 2001 |
| Juan        | Castillo      | 90000    | 3  | 1987 |
| Juan        | Castillo      | 90000    | 0  | 1988 |
| Luis        | Castillo      | 109000   | 1  | 1996 |
| Luis        | Castillo      | 154000   | 0  | 1997 |
| Luis        | Castillo      | 200000   | 1  | 1998 |
| Luis        | Castillo      | 225000   | 0  | 1999 |
| Luis        | Castillo      | 390000   | 2  | 2000 |
| Luis        | Castillo      | 2200000  | 2  | 2001 |
| Marty       | Castillo      | 76000    | 2  | 1985 |
| Tony        | Castillo      | 71500    | 0  | 1989 |
| Tony        | Castillo      | 71500    | 0  | 1989 |
| Tony        | Castillo      | 100000   | 0  | 1990 |
| Tony        | Castillo      | 165000   | 0  | 1991 |
| Tony        | Castillo      | 165000   | 0  | 1991 |
| Tony        | Castillo      | 185000   | 0  | 1993 |
| Tony        | Castillo      | 437500   | 0  | 1994 |
| Tony        | Castillo      | 610500   | 0  | 1995 |
| Tony        | Castillo      | 660000   | 0  | 1996 |
| Tony        | Castillo      | 660000   | 0  | 1996 |
| Tony        | Castillo      | 1200000  | 0  | 1997 |
| Tony        | Castillo      | 1250000  | 0  | 1998 |
| Vinny       | Castilla      | 109000   | 0  | 1992 |
| Vinny       | Castilla      | 120000   | 9  | 1993 |
| Vinny       | Castilla      | 192500   | 3  | 1994 |
| Vinny       | Castilla      | 265000   | 32 | 1995 |
| Vinny       | Castilla      | 1200000  | 40 | 1996 |
| Vinny       | Castilla      | 2225000  | 40 | 1997 |
| Vinny       | Castilla      | 5025000  | 46 | 1998 |
| Vinny       | Castilla      | 6000000  | 33 | 1999 |
| Vinny       | Castilla      | 6250000  | 6  | 2000 |
| Vinny       | Castilla      | 7250000  | 23 | 2001 |
| Vinny       | Castilla      | 7250000  | 2  | 2001 |
| Juan        | Castro        | 109000   | 0  | 1995 |
| Juan        | Castro        | 124000   | 0  | 1996 |
| Juan        | Castro        | 215000   | 0  | 1997 |
| Juan        | Castro        | 240000   | 2  | 1998 |
| Juan        | Castro        | 400000   | 3  | 2001 |
| Ramon       | Castro        | 200000   | 2  | 1999 |
| Ramon       | Castro        | 214000   | 0  | 2001 |
| Frank       | Catalanotto   | 170000   | 6  | 1998 |
| Frank       | Catalanotto   | 237500   | 11 | 1999 |
| Frank       | Catalanotto   | 305000   | 10 | 2000 |
| Frank       | Catalanotto   | 850000   | 11 | 2001 |
| Mike        | Cather        | 150000   | 0  | 1997 |
| Mike        | Cather        | 182500   | 0  | 1998 |
| Mike        | Cather        | 225000   | 0  | 1999 |
| Bill        | Caudill       | 833333   | 0  | 1985 |
| Bill        | Caudill       | 1533333  | 0  | 1986 |
| Bill        | Caudill       | 1633333  | 0  | 1987 |
| Jose        | Cecena        | 62500    | 0  | 1988 |
| Andujar     | Cedeno        | 100000   | 0  | 1990 |
| Andujar     | Cedeno        | 139000   | 2  | 1992 |
| Andujar     | Cedeno        | 178000   | 11 | 1993 |
| Andujar     | Cedeno        | 340000   | 9  | 1994 |
| Andujar     | Cedeno        | 1150000  | 6  | 1995 |
| Andujar     | Cedeno        | 500000   | 7  | 1996 |
| Andujar     | Cedeno        | 500000   | 3  | 1996 |
| Andujar     | Cedeno        | 500000   | 0  | 1996 |
| Cesar       | Cedeno        | 562500   | 6  | 1985 |
| Cesar       | Cedeno        | 562500   | 3  | 1985 |
| Cesar       | Cedeno        | 200000   | 0  | 1986 |
| Domingo     | Cedeno        | 109000   | 0  | 1993 |
| Domingo     | Cedeno        | 122500   | 0  | 1994 |
| Domingo     | Cedeno        | 140000   | 4  | 1995 |
| Domingo     | Cedeno        | 230000   | 2  | 1996 |
| Domingo     | Cedeno        | 230000   | 0  | 1996 |
| Domingo     | Cedeno        | 285000   | 4  | 1997 |
| Domingo     | Cedeno        | 500000   | 2  | 1998 |
| Roger       | Cedeno        | 109000   | 0  | 1995 |
| Roger       | Cedeno        | 124000   | 2  | 1996 |
| Roger       | Cedeno        | 200000   | 3  | 1997 |
| Roger       | Cedeno        | 280000   | 2  | 1998 |
| Roger       | Cedeno        | 487500   | 4  | 1999 |
| Roger       | Cedeno        | 2400000  | 6  | 2000 |
| Roger       | Cedeno        | 2700000  | 6  | 2001 |
| Rick        | Cerone        | 625000   | 3  | 1985 |
| Rick        | Cerone        | 675000   | 4  | 1986 |
| Rick        | Cerone        | 250000   | 4  | 1987 |
| Rick        | Cerone        | 300000   | 3  | 1988 |
| Rick        | Cerone        | 490000   | 4  | 1989 |
| Rick        | Cerone        | 600000   | 2  | 1990 |
| Rick        | Cerone        | 100000   | 2  | 1991 |
| Rick        | Cerone        | 230000   | 1  | 1992 |
| John        | Cerutti       | 90000    | 0  | 1986 |
| John        | Cerutti       | 115000   | 0  | 1987 |
| John        | Cerutti       | 230000   | 0  | 1988 |
| John        | Cerutti       | 417000   | 0  | 1989 |
| John        | Cerutti       | 762500   | 0  | 1990 |
| John        | Cerutti       | 800000   | 0  | 1991 |
| Ron         | Cey           | 1450000  | 22 | 1985 |
| Ron         | Cey           | 1400000  | 13 | 1986 |
| Ron         | Cey           | 1050000  | 4  | 1987 |
| Chris       | Chambliss     | 800000   | 3  | 1985 |
| Chris       | Chambliss     | 769452   | 2  | 1986 |
| Wes         | Chamberlain   | 100000   | 2  | 1990 |
| Wes         | Chamberlain   | 105000   | 13 | 1991 |
| Wes         | Chamberlain   | 200000   | 9  | 1992 |
| Wes         | Chamberlain   | 250000   | 12 | 1993 |
| Wes         | Chamberlain   | 350000   | 4  | 1994 |
| Wes         | Chamberlain   | 350000   | 2  | 1994 |
| Norm        | Charlton      | 72500    | 0  | 1989 |
| Norm        | Charlton      | 175000   | 0  | 1990 |
| Norm        | Charlton      | 625000   | 0  | 1991 |
| Norm        | Charlton      | 1200000  | 0  | 1992 |
| Norm        | Charlton      | 2335000  | 0  | 1993 |
| Norm        | Charlton      | 525000   | 0  | 1995 |
| Norm        | Charlton      | 525000   | 0  | 1995 |
| Norm        | Charlton      | 109000   | 0  | 1995 |
| Norm        | Charlton      | 109000   | 0  | 1995 |
| Norm        | Charlton      | 2075000  | 0  | 1996 |
| Norm        | Charlton      | 2950000  | 0  | 1997 |
| Norm        | Charlton      | 650000   | 0  | 1998 |
| Norm        | Charlton      | 650000   | 0  | 1998 |
| Norm        | Charlton      | 170000   | 0  | 1998 |
| Norm        | Charlton      | 170000   | 0  | 1998 |
| Norm        | Charlton      | 500000   | 0  | 1999 |
| Eric        | Chavez        | 201000   | 13 | 1999 |
| Eric        | Chavez        | 240000   | 26 | 2000 |
| Eric        | Chavez        | 625000   | 32 | 2001 |
| Raul        | Chavez        | 109000   | 0  | 1996 |
| Robinson    | Checo         | 925000   | 0  | 1997 |
| Robinson    | Checo         | 300000   | 0  | 1999 |
| Bruce       | Chen          | 200000   | 0  | 1999 |
| Bruce       | Chen          | 207500   | 0  | 2000 |
| Bruce       | Chen          | 207500   | 0  | 2000 |
| Bruce       | Chen          | 300000   | 0  | 2001 |
| Bruce       | Chen          | 300000   | 0  | 2001 |
| Scott       | Chiamparino   | 100000   | 0  | 1990 |
| Scott       | Chiamparino   | 112000   | 0  | 1991 |
| Scott       | Chiamparino   | 112000   | 0  | 1992 |
| Steve       | Chitren       | 105000   | 0  | 1991 |
| Randy       | Choate        | 200000   | 0  | 2001 |
| Bobby       | Chouinard     | 175000   | 0  | 1998 |
| Bobby       | Chouinard     | 175000   | 0  | 1998 |
| Bobby       | Chouinard     | 212500   | 0  | 1999 |
| Bobby       | Chouinard     | 278000   | 0  | 2001 |
| Jason       | Christiansen  | 109000   | 0  | 1995 |
| Jason       | Christiansen  | 143500   | 0  | 1996 |
| Jason       | Christiansen  | 195000   | 0  | 1997 |
| Jason       | Christiansen  | 320000   | 0  | 1998 |
| Jason       | Christiansen  | 725000   | 0  | 1999 |
| Jason       | Christiansen  | 1000000  | 0  | 2000 |
| Jason       | Christiansen  | 1000000  | 0  | 2000 |
| Jason       | Christiansen  | 1600000  | 0  | 2001 |
| Jason       | Christiansen  | 1600000  | 0  | 2001 |
| McKay       | Christensen   | 200000   | 1  | 1999 |
| McKay       | Christensen   | 212500   | 0  | 2000 |
| Mike        | Christopher   | 123000   | 0  | 1993 |
| Mike        | Christopher   | 156000   | 0  | 1995 |
| Mike        | Christopher   | 200000   | 0  | 1996 |
| Ryan        | Christenson   | 170000   | 5  | 1998 |
| Ryan        | Christenson   | 202500   | 4  | 1999 |
| Ryan        | Christenson   | 221000   | 4  | 2000 |
| Ryan        | Christenson   | 267500   | 0  | 2001 |
| Ryan        | Christenson   | 267500   | 0  | 2001 |
| Archi       | Cianfrocco    | 130000   | 11 | 1993 |
| Archi       | Cianfrocco    | 130000   | 1  | 1993 |
| Archi       | Cianfrocco    | 185000   | 4  | 1994 |
| Archi       | Cianfrocco    | 200000   | 5  | 1995 |
| Archi       | Cianfrocco    | 262500   | 2  | 1996 |
| Archi       | Cianfrocco    | 400000   | 4  | 1997 |
| Archi       | Cianfrocco    | 475000   | 1  | 1998 |
| Jeff        | Cirillo       | 109000   | 3  | 1994 |
| Jeff        | Cirillo       | 109000   | 9  | 1995 |
| Jeff        | Cirillo       | 187500   | 15 | 1996 |
| Jeff        | Cirillo       | 350000   | 10 | 1997 |
| Jeff        | Cirillo       | 1500000  | 14 | 1998 |
| Jeff        | Cirillo       | 3000000  | 15 | 1999 |
| Jeff        | Cirillo       | 3600000  | 11 | 2000 |
| Jeff        | Cirillo       | 4850000  | 17 | 2001 |
| Jim         | Clancy        | 580000   | 0  | 1985 |
| Jim         | Clancy        | 680000   | 0  | 1986 |
| Jim         | Clancy        | 850000   | 0  | 1987 |
| Jim         | Clancy        | 900000   | 0  | 1988 |
| Jim         | Clancy        | 1225000  | 0  | 1989 |
| Jim         | Clancy        | 1150000  | 0  | 1990 |
| Chris       | Clapinski     | 200000   | 0  | 1999 |
| Chris       | Clapinski     | 201000   | 1  | 2000 |
| Dave        | Clark         | 72000    | 3  | 1988 |
| Dave        | Clark         | 97500    | 8  | 1989 |
| Dave        | Clark         | 195000   | 5  | 1990 |
| Dave        | Clark         | 180000   | 11 | 1993 |
| Dave        | Clark         | 380000   | 10 | 1994 |
| Dave        | Clark         | 647233   | 4  | 1995 |
| Dave        | Clark         | 800000   | 8  | 1996 |
| Dave        | Clark         | 800000   | 0  | 1996 |
| Dave        | Clark         | 450000   | 5  | 1997 |
| Dave        | Clark         | 700000   | 0  | 1998 |
| Jack        | Clark         | 1555000  | 22 | 1985 |
| Jack        | Clark         | 1300000  | 9  | 1986 |
| Jack        | Clark         | 1300000  | 35 | 1987 |
| Jack        | Clark         | 1500000  | 27 | 1988 |
| Jack        | Clark         | 2000000  | 26 | 1989 |
| Jack        | Clark         | 2000000  | 25 | 1990 |
| Jack        | Clark         | 2900000  | 28 | 1991 |
| Jack        | Clark         | 2900000  | 5  | 1992 |
| Jerald      | Clark         | 109500   | 5  | 1990 |
| Jerald      | Clark         | 127500   | 10 | 1991 |
| Jerald      | Clark         | 200000   | 12 | 1992 |
| Jerald      | Clark         | 690000   | 13 | 1993 |
| Jerald      | Clark         | 400000   | 3  | 1995 |
| Jermaine    | Clark         | 200000   | 0  | 2001 |
| Mark        | Clark         | 100000   | 0  | 1991 |
| Mark        | Clark         | 109000   | 0  | 1992 |
| Mark        | Clark         | 130000   | 0  | 1993 |
| Mark        | Clark         | 325000   | 0  | 1994 |
| Mark        | Clark         | 750000   | 0  | 1995 |
| Mark        | Clark         | 1100000  | 0  | 1996 |
| Mark        | Clark         | 2200000  | 1  | 1997 |
| Mark        | Clark         | 2200000  | 0  | 1997 |
| Mark        | Clark         | 5050000  | 0  | 1998 |
| Mark        | Clark         | 4000000  | 0  | 1999 |
| Mark        | Clark         | 5000000  | 0  | 2000 |
| Phil        | Clark         | 122500   | 9  | 1993 |
| Phil        | Clark         | 155000   | 5  | 1994 |
| Phil        | Clark         | 200000   | 2  | 1995 |
| Terry       | Clark         | 85000    | 0  | 1989 |
| Terry       | Clark         | 135000   | 0  | 1995 |
| Terry       | Clark         | 135000   | 0  | 1995 |
| Terry       | Clark         | 180000   | 0  | 1996 |
| Terry       | Clark         | 180000   | 0  | 1996 |
| Terry       | Clark         | 200000   | 0  | 1997 |
| Terry       | Clark         | 200000   | 0  | 1997 |
| Tony        | Clark         | 109000   | 27 | 1996 |
| Tony        | Clark         | 260000   | 32 | 1997 |
| Tony        | Clark         | 762500   | 34 | 1998 |
| Tony        | Clark         | 2362500  | 31 | 1999 |
| Tony        | Clark         | 4062500  | 13 | 2000 |
| Tony        | Clark         | 4462500  | 16 | 2001 |
| Will        | Clark         | 60000    | 11 | 1986 |
| Will        | Clark         | 120000   | 35 | 1987 |
| Will        | Clark         | 320000   | 29 | 1988 |
| Will        | Clark         | 1125000  | 23 | 1989 |
| Will        | Clark         | 2250000  | 19 | 1990 |
| Will        | Clark         | 3750000  | 29 | 1991 |
| Will        | Clark         | 4275000  | 16 | 1992 |
| Will        | Clark         | 4750000  | 14 | 1993 |
| Will        | Clark         | 3875972  | 13 | 1994 |
| Will        | Clark         | 5647726  | 16 | 1995 |
| Will        | Clark         | 5657365  | 13 | 1996 |
| Will        | Clark         | 5657365  | 12 | 1997 |
| Will        | Clark         | 5812595  | 23 | 1998 |
| Will        | Clark         | 4920840  | 10 | 1999 |
| Will        | Clark         | 6000000  | 12 | 2000 |
| Will        | Clark         | 6000000  | 9  | 2000 |
| Marty       | Clary         | 68000    | 0  | 1989 |
| Marty       | Clary         | 125000   | 0  | 1990 |
| Royce       | Clayton       | 109000   | 4  | 1992 |
| Royce       | Clayton       | 155000   | 6  | 1993 |
| Royce       | Clayton       | 325000   | 3  | 1994 |
| Royce       | Clayton       | 475000   | 5  | 1995 |
| Royce       | Clayton       | 1600000  | 6  | 1996 |
| Royce       | Clayton       | 2650000  | 9  | 1997 |
| Royce       | Clayton       | 3500000  | 5  | 1998 |
| Royce       | Clayton       | 3500000  | 4  | 1998 |
| Royce       | Clayton       | 4500000  | 14 | 1999 |
| Royce       | Clayton       | 4500000  | 14 | 2000 |
| Royce       | Clayton       | 4500000  | 9  | 2001 |
| Mark        | Clear         | 580000   | 0  | 1985 |
| Mark        | Clear         | 671560   | 0  | 1986 |
| Mark        | Clear         | 685000   | 0  | 1987 |
| Mark        | Clear         | 535000   | 0  | 1988 |
| Edgard      | Clemente      | 202000   | 8  | 1999 |
| Edgard      | Clemente      | 215000   | 0  | 2000 |
| Matt        | Clement       | 201000   | 0  | 1999 |
| Matt        | Clement       | 600000   | 0  | 2000 |
| Matt        | Clement       | 900000   | 0  | 2001 |
| Pat         | Clements      | 102500   | 0  | 1986 |
| Pat         | Clements      | 125000   | 0  | 1987 |
| Pat         | Clements      | 205000   | 0  | 1989 |
| Pat         | Clements      | 245000   | 0  | 1990 |
| Pat         | Clements      | 145000   | 0  | 1992 |
| Pat         | Clements      | 145000   | 0  | 1992 |
| Roger       | Clemens       | 140000   | 0  | 1985 |
| Roger       | Clemens       | 340000   | 0  | 1986 |
| Roger       | Clemens       | 650000   | 0  | 1987 |
| Roger       | Clemens       | 1350000  | 0  | 1988 |
| Roger       | Clemens       | 2300000  | 0  | 1989 |
| Roger       | Clemens       | 2600000  | 0  | 1990 |
| Roger       | Clemens       | 2700000  | 0  | 1991 |
| Roger       | Clemens       | 4705250  | 0  | 1992 |
| Roger       | Clemens       | 4655250  | 0  | 1993 |
| Roger       | Clemens       | 5155250  | 0  | 1994 |
| Roger       | Clemens       | 5655250  | 0  | 1995 |
| Roger       | Clemens       | 5500000  | 0  | 1996 |
| Roger       | Clemens       | 8400000  | 0  | 1997 |
| Roger       | Clemens       | 8550000  | 0  | 1998 |
| Roger       | Clemens       | 8250000  | 0  | 1999 |
| Roger       | Clemens       | 6350000  | 0  | 2000 |
| Roger       | Clemens       | 10300000 | 0  | 2001 |
| Stew        | Cliburn       | 60000    | 0  | 1985 |
| Brad        | Clontz        | 109000   | 0  | 1995 |
| Brad        | Clontz        | 137500   | 0  | 1996 |
| Brad        | Clontz        | 245000   | 0  | 1997 |
| Brad        | Clontz        | 350000   | 0  | 1999 |
| Ken         | Cloude        | 174000   | 0  | 1998 |
| Ken         | Cloude        | 275000   | 0  | 1999 |
| Bryan       | Clutterbuck   | 60000    | 0  | 1986 |
| Bryan       | Clutterbuck   | 73000    | 0  | 1989 |
| Danny       | Clyburn       | 170000   | 1  | 1998 |
| Danny       | Clyburn       | 205000   | 3  | 1999 |
| Dave        | Cochrane      | 102000   | 0  | 1990 |
| Dave        | Cochrane      | 108000   | 2  | 1991 |
| Dave        | Cochrane      | 162000   | 2  | 1992 |
| Chris       | Codiroli      | 141500   | 0  | 1985 |
| Chris       | Codiroli      | 270000   | 0  | 1986 |
| Kevin       | Coffman       | 65000    | 0  | 1988 |
| Kevin       | Coffman       | 100000   | 0  | 1990 |
| Tony        | Cogan         | 200000   | 0  | 2001 |
| Mike        | Colangelo     | 200000   | 0  | 1999 |
| Greg        | Colbrunn      | 126000   | 4  | 1993 |
| Greg        | Colbrunn      | 150000   | 6  | 1994 |
| Greg        | Colbrunn      | 225000   | 23 | 1995 |
| Greg        | Colbrunn      | 1200000  | 16 | 1996 |
| Greg        | Colbrunn      | 750000   | 5  | 1997 |
| Greg        | Colbrunn      | 750000   | 2  | 1997 |
| Greg        | Colbrunn      | 735000   | 2  | 1998 |
| Greg        | Colbrunn      | 735000   | 1  | 1998 |
| Greg        | Colbrunn      | 900000   | 5  | 1999 |
| Greg        | Colbrunn      | 1005000  | 15 | 2000 |
| Greg        | Colbrunn      | 1600000  | 4  | 2001 |
| Alex        | Cole          | 155000   | 0  | 1991 |
| Alex        | Cole          | 162500   | 0  | 1992 |
| Alex        | Cole          | 162500   | 0  | 1992 |
| Alex        | Cole          | 350000   | 0  | 1993 |
| Alex        | Cole          | 375000   | 4  | 1994 |
| Alex        | Cole          | 500000   | 1  | 1995 |
| Michael     | Coleman       | 204000   | 1  | 2001 |
| Vince       | Coleman       | 60000    | 1  | 1985 |
| Vince       | Coleman       | 150000   | 0  | 1986 |
| Vince       | Coleman       | 160000   | 3  | 1987 |
| Vince       | Coleman       | 700000   | 3  | 1988 |
| Vince       | Coleman       | 775000   | 2  | 1989 |
| Vince       | Coleman       | 1012500  | 6  | 1990 |
| Vince       | Coleman       | 3112500  | 1  | 1991 |
| Vince       | Coleman       | 3212500  | 2  | 1992 |
| Vince       | Coleman       | 2312500  | 2  | 1993 |
| Vince       | Coleman       | 3312500  | 2  | 1994 |
| Vince       | Coleman       | 250000   | 4  | 1995 |
| Vince       | Coleman       | 250000   | 1  | 1995 |
| Vince       | Coleman       | 500000   | 1  | 1996 |
| Vince       | Coleman       | 500000   | 0  | 1997 |
| Darnell     | Coles         | 75000    | 20 | 1986 |
| Darnell     | Coles         | 170000   | 6  | 1987 |
| Darnell     | Coles         | 170000   | 4  | 1987 |
| Darnell     | Coles         | 375000   | 10 | 1988 |
| Darnell     | Coles         | 375000   | 5  | 1988 |
| Darnell     | Coles         | 560000   | 10 | 1989 |
| Darnell     | Coles         | 690000   | 2  | 1990 |
| Darnell     | Coles         | 690000   | 1  | 1990 |
| Darnell     | Coles         | 500000   | 4  | 1993 |
| Darnell     | Coles         | 500000   | 4  | 1994 |
| Darnell     | Coles         | 300000   | 3  | 1995 |
| Darnell     | Coles         | 200000   | 1  | 1997 |
| Dave        | Collins       | 700000   | 4  | 1985 |
| Dave        | Collins       | 700000   | 1  | 1986 |
| Dave        | Collins       | 100000   | 0  | 1987 |
| Dave        | Collins       | 175000   | 0  | 1988 |
| Dave        | Collins       | 225000   | 0  | 1989 |
| Lou         | Collier       | 176000   | 2  | 1998 |
| Lou         | Collier       | 215000   | 2  | 1999 |
| Bartolo     | Colon         | 150000   | 0  | 1997 |
| Bartolo     | Colon         | 180000   | 0  | 1998 |
| Bartolo     | Colon         | 625000   | 0  | 1999 |
| Bartolo     | Colon         | 1125000  | 0  | 2000 |
| Bartolo     | Colon         | 2625000  | 0  | 2001 |
| Pat         | Combs         | 112000   | 0  | 1990 |
| Pat         | Combs         | 220000   | 0  | 1991 |
| Keith       | Comstock      | 62500    | 0  | 1987 |
| Keith       | Comstock      | 62500    | 0  | 1987 |
| Keith       | Comstock      | 80000    | 0  | 1989 |
| Keith       | Comstock      | 114000   | 0  | 1990 |
| Dave        | Concepcion    | 920000   | 7  | 1985 |
| Dave        | Concepcion    | 920000   | 3  | 1986 |
| Dave        | Concepcion    | 320000   | 1  | 1987 |
| Dave        | Concepcion    | 370000   | 0  | 1988 |
| Onix        | Concepcion    | 250000   | 2  | 1985 |
| David       | Cone          | 60000    | 0  | 1986 |
| David       | Cone          | 62500    | 0  | 1987 |
| David       | Cone          | 92500    | 0  | 1988 |
| David       | Cone          | 332500   | 0  | 1989 |
| David       | Cone          | 1300000  | 0  | 1990 |
| David       | Cone          | 2350000  | 0  | 1991 |
| David       | Cone          | 4250000  | 0  | 1992 |
| David       | Cone          | 4250000  | 0  | 1992 |
| David       | Cone          | 5000000  | 0  | 1993 |
| David       | Cone          | 5000000  | 0  | 1994 |
| David       | Cone          | 8000000  | 0  | 1995 |
| David       | Cone          | 8000000  | 0  | 1995 |
| David       | Cone          | 4666667  | 0  | 1996 |
| David       | Cone          | 6666667  | 0  | 1997 |
| David       | Cone          | 6666667  | 0  | 1998 |
| David       | Cone          | 9500000  | 0  | 1999 |
| David       | Cone          | 12000000 | 0  | 2000 |
| David       | Cone          | 1000000  | 0  | 2001 |
| Jeff        | Conine        | 125000   | 12 | 1993 |
| Jeff        | Conine        | 230000   | 18 | 1994 |
| Jeff        | Conine        | 510000   | 25 | 1995 |
| Jeff        | Conine        | 1800000  | 26 | 1996 |
| Jeff        | Conine        | 2800000  | 17 | 1997 |
| Jeff        | Conine        | 2240000  | 8  | 1998 |
| Jeff        | Conine        | 1960000  | 13 | 1999 |
| Jeff        | Conine        | 2500000  | 13 | 2000 |
| Jeff        | Conine        | 3000000  | 14 | 2001 |
| Tim         | Conroy        | 113775   | 0  | 1986 |
| Tim         | Conroy        | 115000   | 0  | 1987 |
| Jim         | Converse      | 109000   | 0  | 1993 |
| Jim         | Converse      | 109000   | 0  | 1994 |
| Jim         | Converse      | 115000   | 0  | 1995 |
| Jim         | Converse      | 115000   | 0  | 1995 |
| Dennis      | Cook          | 120000   | 1  | 1990 |
| Dennis      | Cook          | 120000   | 0  | 1990 |
| Dennis      | Cook          | 240000   | 0  | 1991 |
| Dennis      | Cook          | 375000   | 0  | 1992 |
| Dennis      | Cook          | 610000   | 0  | 1993 |
| Dennis      | Cook          | 325000   | 0  | 1994 |
| Dennis      | Cook          | 440000   | 0  | 1995 |
| Dennis      | Cook          | 440000   | 0  | 1995 |
| Dennis      | Cook          | 330000   | 0  | 1996 |
| Dennis      | Cook          | 850000   | 1  | 1997 |
| Dennis      | Cook          | 850000   | 0  | 1998 |
| Dennis      | Cook          | 2000000  | 0  | 1999 |
| Dennis      | Cook          | 2200000  | 0  | 2000 |
| Dennis      | Cook          | 2400000  | 0  | 2001 |
| Dennis      | Cook          | 2400000  | 0  | 2001 |
| Steve       | Cooke         | 115000   | 0  | 1993 |
| Steve       | Cooke         | 187500   | 0  | 1994 |
| Steve       | Cooke         | 180000   | 0  | 1996 |
| Steve       | Cooke         | 300000   | 0  | 1997 |
| Steve       | Cooke         | 300000   | 0  | 1998 |
| Brent       | Cookson       | 109000   | 0  | 1995 |
| Scott       | Coolbaugh     | 100000   | 2  | 1990 |
| Ron         | Coomer        | 109000   | 5  | 1995 |
| Ron         | Coomer        | 122500   | 12 | 1996 |
| Ron         | Coomer        | 170000   | 13 | 1997 |
| Ron         | Coomer        | 325000   | 15 | 1998 |
| Ron         | Coomer        | 1150000  | 16 | 1999 |
| Ron         | Coomer        | 1500000  | 16 | 2000 |
| Ron         | Coomer        | 1100000  | 8  | 2001 |
| Cecil       | Cooper        | 1176190  | 16 | 1985 |
| Cecil       | Cooper        | 607322   | 12 | 1986 |
| Cecil       | Cooper        | 493224   | 6  | 1987 |
| Scott       | Cooper        | 100000   | 0  | 1990 |
| Scott       | Cooper        | 100000   | 0  | 1991 |
| Scott       | Cooper        | 145000   | 5  | 1992 |
